word,meaning,pos,example,unit,lesson_id,lesson_title
Hau_word4b,meaning 4b,verb,Example sentence with Hau_word4b.,7,Hausa-A1-u7-l4,Lesson 4 — Pronunciation
Hau_word5a,meaning 5a,noun,Example sentence with Hau_word5a.,7,Hausa-A1-u7-l5,Lesson 5 — Culture
Hau_word5b,meaning 5b,verb,Example sentence with Hau_word5b.,7,Hausa-A1-u7-l5,Lesson 5 — Culture
Hau_word6a,meaning 6a,noun,Example sentence with Hau_word6a.,7,Hausa-A1-u7-l6,Lesson 6 — Review
Hau_word6b,meaning 6b,verb,Example sentence with Hau_word6b.,7,Hausa-A1-u7-l6,Lesson 6 — Review
Hau_word1a,meaning 1a,noun,Example sentence with Hau_word1a.,8,Hausa-A1-u8-l1,Lesson 1 — Basics
Hau_word1b,meaning 1b,verb,Example sentence with Hau_word1b.,8,Hausa-A1-u8-l1,Lesson 1 — Basics
Hau_word2a,meaning 2a,noun,Example sentence with Hau_word2a.,8,Hausa-A1-u8-l2,Lesson 2 — Practice
Hau_word2b,meaning 2b,verb,Example sentence with Hau_word2b.,8,Hausa-A1-u8-l2,Lesson 2 — Practice
Hau_word3a,meaning 3a,noun,Example sentence with Hau_word3a.,8,Hausa-A1-u8-l3,Lesson 3 — Dialogue
Hau_word3b,meaning 3b,verb,Example sentence with Hau_word3b.,8,Hausa-A1-u8-l3,Lesson 3 — Dialogue
Hau_word4a,meaning 4a,noun,Example sentence with Hau_word4a.,8,Hausa-A1-u8-l4,Lesson 4 — Pronunciation
Hau_word4b,meaning 4b,verb,Example sentence with Hau_word4b.,8,Hausa-A1-u8-l4,Lesson 4 — Pronunciation
Hau_word5a,meaning 5a,noun,Example sentence with Hau_word5a.,8,Hausa-A1-u8-l5,Lesson 5 — Culture
Hau_word5b,meaning 5b,verb,Example sentence with Hau_word5b.,8,Hausa-A1-u8-l5,Lesson 5 — Culture
Hau_word6a,meaning 6a,noun,Example sentence with Hau_word6a.,8,Hausa-A1-u8-l6,Lesson 6 — Review
Hau_word6b,meaning 6b,verb,Example sentence with Hau_word6b.,8,Hausa-A1-u8-l6,Lesson 6 — Review
Hau_word1a,meaning 1a,noun,Example sentence with Hau_word1a.,9,Hausa-A1-u9-l1,Lesson 1 — Basics
Hau_word1b,meaning 1b,verb,Example sentence with Hau_word1b.,9,Hausa-A1-u9-l1,Lesson 1 — Basics
Hau_word2a,meaning 2a,noun,Example sentence with Hau_word2a.,9,Hausa-A1-u9-l2,Lesson 2 — Practice
Hau_word2b,meaning 2b,verb,Example sentence with Hau_word2b.,9,Hausa-A1-u9-l2,Lesson 2 — Practice
Hau_word3a,meaning 3a,noun,Example sentence with Hau_word3a.,9,Hausa-A1-u9-l3,Lesson 3 — Dialogue
Hau_word3b,meaning 3b,verb,Example sentence with Hau_word3b.,9,Hausa-A1-u9-l3,Lesson 3 — Dialogue
Hau_word4a,meaning 4a,noun,Example sentence with Hau_word4a.,9,Hausa-A1-u9-l4,Lesson 4 — Pronunciation
Hau_word4b,meaning 4b,verb,Example sentence with Hau_word4b.,9,Hausa-A1-u9-l4,Lesson 4 — Pronunciation
Hau_word5a,meaning 5a,noun,Example sentence with Hau_word5a.,9,Hausa-A1-u9-l5,Lesson 5 — Culture
Hau_word5b,meaning 5b,verb,Example sentence with Hau_word5b.,9,Hausa-A1-u9-l5,Lesson 5 — Culture
Hau_word6a,meaning 6a,noun,Example sentence with Hau_word6a.,9,Hausa-A1-u9-l6,Lesson 6 — Review
Hau_word6b,meaning 6b,verb,Example sentence with Hau_word6b.,9,Hausa-A1-u9-l6,Lesson 6 — Review
Hau_word1a,meaning 1a,noun,Example sentence with Hau_word1a.,10,Hausa-A1-u10-l1,Lesson 1 — Basics
Hau_word1b,meaning 1b,verb,Example sentence with Hau_word1b.,10,Hausa-A1-u10-l1,Lesson 1 — Basics
Hau_word2a,meaning 2a,noun,Example sentence with Hau_word2a.,10,Hausa-A1-u10-l2,Lesson 2 — Practice
Hau_word2b,meaning 2b,verb,Example sentence with Hau_word2b.,10,Hausa-A1-u10-l2,Lesson 2 — Practice
Hau_word3a,meaning 3a,noun,Example sentence with Hau_word3a.,10,Hausa-A1-u10-l3,Lesson 3 — Dialogue
Hau_word3b,meaning 3b,verb,Example sentence with Hau_word3b.,10,Hausa-A1-u10-l3,Lesson 3 — Dialogue
Hau_word4a,meaning 4a,noun,Example sentence with Hau_word4a.,10,Hausa-A1-u10-l4,Lesson 4 — Pronunciation
Hau_word4b,meaning 4b,verb,Example sentence with Hau_word4b.,10,Hausa-A1-u10-l4,Lesson 4 — Pronunciation
Hau_word5a,meaning 5a,noun,Example sentence with Hau_word5a.,10,Hausa-A1-u10-l5,Lesson 5 — Culture
Hau_word5b,meaning 5b,verb,Example sentence with Hau_word5b.,10,Hausa-A1-u10-l5,Lesson 5 — Culture
Hau_word6a,meaning 6a,noun,Example sentence with Hau_word6a.,10,Hausa-A1-u10-l6,Lesson 6 — Review
Hau_word6b,meaning 6b,verb,Example sentence with Hau_word6b.,10,Hausa-A1-u10-l6,Lesson 6 — Review
Hau_word1a,meaning 1a,noun,Example sentence with Hau_word1a.,11,Hausa-A1-u11-l1,Lesson 1 — Basics
Hau_word1b,meaning 1b,verb,Example sentence with Hau_word1b.,11,Hausa-A1-u11-l1,Lesson 1 — Basics
Hau_word2a,meaning 2a,noun,Example sentence with Hau_word2a.,11,Hausa-A1-u11-l2,Lesson 2 — Practice
Hau_word2b,meaning 2b,verb,Example sentence with Hau_word2b.,11,Hausa-A1-u11-l2,Lesson 2 — Practice
Hau_word3a,meaning 3a,noun,Example sentence with Hau_word3a.,11,Hausa-A1-u11-l3,Lesson 3 — Dialogue
Hau_word3b,meaning 3b,verb,Example sentence with Hau_word3b.,11,Hausa-A1-u11-l3,Lesson 3 — Dialogue
Hau_word4a,meaning 4a,noun,Example sentence with Hau_word4a.,11,Hausa-A1-u11-l4,Lesson 4 — Pronunciation
Hau_word4b,meaning 4b,verb,Example sentence with Hau_word4b.,11,Hausa-A1-u11-l4,Lesson 4 — Pronunciation
Hau_word5a,meaning 5a,noun,Example sentence with Hau_word5a.,11,Hausa-A1-u11-l5,Lesson 5 — Culture
Hau_word5b,meaning 5b,verb,Example sentence with Hau_word5b.,11,Hausa-A1-u11-l5,Lesson 5 — Culture
Hau_word6a,meaning 6a,noun,Example sentence with Hau_word6a.,11,Hausa-A1-u11-l6,Lesson 6 — Review
Hau_word6b,meaning 6b,verb,Example sentence with Hau_word6b.,11,Hausa-A1-u11-l6,Lesson 6 — Review
Hau_word1a,meaning 1a,noun,Example sentence with Hau_word1a.,12,Hausa-A1-u12-l1,Lesson 1 — Basics
Hau_word1b,meaning 1b,verb,Example sentence with Hau_word1b.,12,Hausa-A1-u12-l1,Lesson 1 — Basics
Hau_word2a,meaning 2a,noun,Example sentence with Hau_word2a.,12,Hausa-A1-u12-l2,Lesson 2 — Practice
Hau_word2b,meaning 2b,verb,Example sentence with Hau_word2b.,12,Hausa-A1-u12-l2,Lesson 2 — Practice
Hau_word3a,meaning 3a,noun,Example sentence with Hau_word3a.,12,Hausa-A1-u12-l3,Lesson 3 — Dialogue
Hau_word3b,meaning 3b,verb,Example sentence with Hau_word3b.,12,Hausa-A1-u12-l3,Lesson 3 — Dialogue
Hau_word4a,meaning 4a,noun,Example sentence with Hau_word4a.,12,Hausa-A1-u12-l4,Lesson 4 — Pronunciation
Hau_word4b,meaning 4b,verb,Example sentence with Hau_word4b.,12,Hausa-A1-u12-l4,Lesson 4 — Pronunciation
Hau_word5a,meaning 5a,noun,Example sentence with Hau_word5a.,12,Hausa-A1-u12-l5,Lesson 5 — Culture
Hau_word5b,meaning 5b,verb,Example sentence with Hau_word5b.,12,Hausa-A1-u12-l5,Lesson 5 — Culture
Hau_word6a,meaning 6a,noun,Example sentence with Hau_word6a.,12,Hausa-A1-u12-l6,Lesson 6 — Review
Hau_word6b,meaning 6b,verb,Example sentence with Hau_word6b.,12,Hausa-A1-u12-l6,Lesson 6 — Review
